Manufacturer,Price,Body Style,Fuel Efficiency,Engine Volume,Powertrain,License Status,Manufacture Year,Variant,Location,Distance Covered,Gearbox,Owner_Type
Mercedes-Benz,,vagon,100,3.0,Diesel,yes,2014,CLS 350,tetouan,29930,Manual,First
BMW,938105.0,sedan,10,3.0,Diesel,yes,2015,640,oujda,179000,Automatic,Second
BMW,279500.0,sedan,148,3.0,Diesel,yes,2007,535,hosseima,61691,Manual,First
Renault,38250.0,hatch,232,1.8,Petrol,yes,1997,Laguna,rabat,120000,Manual,Second
Mercedes-Benz,203800.0,sedan,320,5.0,Petrol,yes,1998,S 500,marrakech,67000,Automatic,Second
BMW,198100.0,crossover,200,4.8,Petrol,yes,2005,X5,sefrou,35000,Manual,First
Audi,24850.0,vagon,250,,Diesel,no,2001,A6,rabat,110000,Automatic,First
Toyota,829500.0,crossover,50,4.6,Petrol,yes,2015,Land Cruiser 200,hosseima,49663,Manual,First
Mercedes-Benz,,sedan,16,3.0,Diesel,yes,2014,S 350,tetouan,10250,Manual,First
Mitsubishi,227800.0,crossover,31,2.4,Petrol,yes,2011,Outlander XL,tetouan,30000,Automatic,First
Toyota,128989.0,sedan,147,2.4,Petrol,yes,2010,Camry,sefrou,143354,Manual,Second
BMW,296000.0,sedan,137,5.0,Other,yes,2005,M5,tetouan,13372,Automatic,First
BMW,369700.0,crossover,134,4.4,Petrol,yes,2009,X6,tanger,85827,Manual,First
Volkswagen,39700.0,crossover,267,,Diesel,no,2000,Golf IV,hosseima,37245,Automatic,First
Mercedes-Benz,325900.0,crossover,86,3.0,Gas,yes,2010,GLK 300,oujda,93000,Automatic,Second
Volkswagen,218945.0,hatch,68,1.4,Petrol,yes,2013,Scirocco,dakhla,15900,Manual,First
BMW,63900.0,hatch,243,2.0,Petrol,no,2006,116,Casablanca,36000,Automatic,First
Audi,101500.0,other,0,,Other,yes,2003,A6,rabat,65000,Manual,Second
Volkswagen,81500.0,sedan,280,1.8,Other,yes,2005,Passat B5,marrakech,171000,Manual,First
Renault,65200.0,van,122,1.5,Diesel,yes,2007,Kangoo,marrakech,70521,Automatic,Second
Mitsubishi,100200.0,sedan,115,2.0,Petrol,yes,2008,Lancer X,tanger,50135,Manual,First
Renault,50150.0,van,165,1.5,Diesel,yes,2003,Kangoo,oujda,114708,Manual,First
Audi,202500.0,crossover,185,3.6,Petrol,yes,2008,Q7,tetouan,34000,Automatic,First
Volkswagen,70500.0,vagon,101,2.0,Diesel,yes,2011,Passat B6,hosseima,20024,Manual,First
Volkswagen,263000.0,sedan,105,2.0,Diesel,yes,2012,Passat CC,sefrou,66000,Manual,First
Renault,122200.0,van,157,1.5,Diesel,yes,2012,Grand Scenic,Casablanca,42000,Manual,First
Mercedes-Benz,58400.0,sedan,285,2.2,Diesel,no,2002,220,oujda,74483,Automatic,First
Volkswagen,86450.0,van,144,2.0,Gas,yes,2012,Caddy,oujda,77000,Manual,First
Volkswagen,128800.0,van,218,1.9,Diesel,yes,2008,T5 (Transporter),tetouan,39772,Manual,First
BMW,730500.0,crossover,0,2.0,Other,yes,2016,X5,hosseima,24782,Manual,First
Audi,203800.0,crossover,197,4.2,Petrol,yes,2007,Q7,oujda,109000,Manual,Second
Mercedes-Benz,24300.0,sedan,300,3.0,Diesel,yes,1999,E-Class,tanger,62946,Manual,First
Renault,73800.0,van,131,1.5,Diesel,yes,2013,Kangoo,agadir,51100,Manual,First
Volkswagen,74900.0,sedan,320,1.8,Gas,yes,2002,Passat B5,sefrou,153000,Manual,First
Mercedes-Benz,907105.0,crossover,69,3.0,Diesel,yes,2014,GL 350,Casablanca,25000,Manual,First
Mercedes-Benz,127900.0,sedan,167,1.8,Petrol,yes,2005,C-Class,tanger,41016,Automatic,Second
Volkswagen,69950.0,van,220,,Other,yes,2004,Caddy,hosseima,19855,Manual,First
Renault,65000.0,van,1,1.9,Diesel,yes,2005,Trafic,dakhla,120000,Manual,First
Audi,436989.0,crossover,45,2.0,Diesel,yes,2014,Q3,sefrou,114750,Manual,Second
Toyota,155400.0,sedan,80,2.4,Petrol,yes,2008,Camry,sefrou,98000,Manual,Second
BMW,54000.0,other,300,1.8,Petrol,yes,1994,318,hosseima,17652,Automatic,First
BMW,143500.0,sedan,138,2.5,Petrol,yes,2004,525,rabat,78000,Manual,Third
BMW,380900.0,crossover,117,3.0,Petrol,yes,2011,X5,marrakech,36000,Manual,Second
Volkswagen,,van,1,,Diesel,yes,2005,Caddy,oujda,53293,Manual,First
BMW,131990.0,hatch,145,1.6,Petrol,yes,2010,116,tanger,38712,Manual,First
Audi,260800.0,crossover,205,4.2,Gas,yes,2007,Q7,tetouan,10500,Manual,First
Audi,25521.0,sedan,240,1.6,Other,yes,1987,80,Casablanca,129000,Manual,First
BMW,768989.0,crossover,71,4.4,Petrol,yes,2011,X5 M,rabat,8000,Manual,First
Volkswagen,107900.0,van,300,2.5,Diesel,yes,2007,T5 (Transporter),marrakech,53841,Automatic,First
Volkswagen,68500.0,hatch,225,1.4,Petrol,yes,2000,Golf IV,rabat,41629,Manual,Second
Volkswagen,76000.0,van,250,2.0,Diesel,yes,2004,Caddy,mekness,25000,Automatic,First
Mercedes-Benz,24489.0,sedan,300,3.0,Diesel,no,1999,E-Class,rabat,100000,Automatic,Second
Volkswagen,130582.0,sedan,0,1.6,Petrol,yes,2015,Polo,Casablanca,26000,Manual,First
Volkswagen,184900.0,crossover,133,2.5,Diesel,yes,2007,Touareg,oujda,108626,Manual,First
Mercedes-Benz,210200.0,sedan,173,5.0,Petrol,yes,2007,S 500,hosseima,38735,Manual,First
Volkswagen,47400.0,sedan,290,1.8,Gas,yes,1997,Vento,tanger,27852,Automatic,First
Renault,83900.0,van,300,1.9,Diesel,yes,2006,Trafic,Casablanca,75000,Manual,Second
Mercedes-Benz,437900.0,crossover,126,5.5,Petrol,yes,2010,GL 500,rabat,25000,Manual,First
Mercedes-Benz,125500.0,van,200,2.2,Diesel,yes,2010,Vito,tanger,46849,Automatic,First
Mercedes-Benz,84800.0,sedan,226,2.2,Diesel,yes,2000,E-Class,dakhla,65634,Manual,First
Mercedes-Benz,626000.0,sedan,43,4.7,Petrol,yes,2012,CLS 500,oujda,18456,Manual,First
Volkswagen,117800.0,sedan,63,20.0,Petrol,yes,2007,Passat B6,tetouan,37000,Manual,First
Toyota,180500.0,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,oujda,86000,Automatic,First
Mercedes-Benz,101850.0,van,160,2.2,Diesel,yes,2008,Vito,hosseima,36411,Manual,First
Audi,,crossover,65,3.0,Diesel,yes,2013,A6,agadir,59000,Automatic,First
Toyota,113600.0,crossover,185,2.0,Gas,yes,2005,Rav 4,marrakech,76000,Automatic,Second
Mitsubishi,184900.0,crossover,126,3.0,Gas,yes,2008,Pajero Wagon,marrakech,76927,Automatic,First
BMW,49050.0,sedan,200,2.8,Petrol,no,1997,528,oujda,84000,Manual,First
Toyota,100400.0,sedan,140,1.6,Petrol,yes,2008,Corolla,rabat,56230,Manual,Second
Renault,96900.0,van,170,1.9,Diesel,yes,2005,Trafic,tetouan,11110,Manual,First
BMW,19900.0,sedan,200,1.8,Gas,no,1994,318,tetouan,49000,Manual,First
BMW,180500.0,other,122,2.2,Petrol,yes,2005,520,sefrou,43000,Automatic,First
Mercedes-Benz,116900.0,van,191,2.2,Diesel,yes,2007,Vito,Casablanca,58000,Manual,Second
Volkswagen,44100.0,sedan,88,1.8,Gas,yes,1993,Vento,marrakech,83000,Automatic,First
Toyota,94700.0,hatch,38,1.6,Petrol,yes,2008,Auris,marrakech,63000,Automatic,First
Mercedes-Benz,128800.0,sedan,150,2.2,Diesel,yes,2004,E-Class,tetouan,39575,Manual,First
Volkswagen,117800.0,sedan,100,1.8,Petrol,yes,2008,Passat B6,Casablanca,64000,Manual,First
Mercedes-Benz,,crossover,1,3.0,Diesel,yes,2016,GL 350,hosseima,47759,Automatic,First
Renault,46289.0,vagon,300,1.5,Diesel,yes,2003,Kangoo,Casablanca,84000,Manual,First
Volkswagen,26500.0,sedan,440,1.6,Diesel,yes,1991,Jetta,tanger,74041,Manual,First
Mitsubishi,118768.0,sedan,63,2.0,Petrol,yes,2012,Lancer X,marrakech,84000,Manual,First
Toyota,81500.0,sedan,185,3.0,Gas,yes,2004,Camry,Casablanca,70000,Manual,First
Renault,74900.0,hatch,47,1.4,Petrol,yes,2012,Sandero,rabat,31000,Manual,First
Toyota,323500.0,crossover,63,4.0,Petrol,yes,2008,FJ Cruiser,tetouan,28352,Automatic,First
BMW,197000.0,crossover,280,3.0,Diesel,yes,2005,X5,rabat,45000,Manual,First
Mercedes-Benz,133200.0,other,287,3.2,Petrol,yes,2000,ML 320,Casablanca,10000,Automatic,First
Volkswagen,138700.0,hatch,156,1.6,Diesel,yes,2011,Golf VI,marrakech,26246,Manual,First
Toyota,252000.0,other,211,4.0,Gas,yes,2007,Land Cruiser Prado,oujda,84175,Manual,First
Mitsubishi,79300.0,hatch,126,,Other,yes,2004,Colt,hosseima,52340,Manual,First
Toyota,466500.0,crossover,50,3.0,Diesel,yes,2012,Land Cruiser Prado,tanger,76467,Automatic,First
BMW,569000.0,crossover,7,2.0,Diesel,yes,2015,X1,oujda,92000,Manual,Second
Volkswagen,434765.0,sedan,0,2.0,Diesel,yes,2016,Passat B8,hosseima,46950,Manual,First
Volkswagen,147500.0,van,124,2.0,Diesel,yes,2013,T6 (Transporter) ,tanger,62497,Manual,First
Volkswagen,312500.0,sedan,50,2.0,Petrol,yes,2013,Passat B7,mekness,72000,Manual,First
Audi,55300.0,other,182,2.5,Diesel,no,2002,A4,dakhla,75049,Manual,Second
Mercedes-Benz,200300.0,sedan,155,3.0,Petrol,yes,2007,C-Class,oujda,84062,Manual,First
Volkswagen,102400.0,van,124,2.0,Gas,yes,2008,Caddy,Casablanca,30000,Manual,First
Mitsubishi,115989.0,other,281,3.0,Gas,yes,2003,Pajero Wagon,rabat,68000,Manual,Third
Audi,43000.0,sedan,380,2.8,Petrol,yes,1997,A6,rabat,64000,Automatic,First
Mercedes-Benz,81500.0,sedan,187,2.0,Gas,yes,2001,C-Class,mekness,62000,Manual,First
Audi,338900.0,crossover,70,2.0,Petrol,yes,2012,Q3,Casablanca,3958,Manual,First
Mercedes-Benz,329000.0,other,176,5.5,Petrol,yes,2003,E-Class,oujda,34900,Manual,First
Mercedes-Benz,19350.0,sedan,281,2.0,Diesel,yes,1985,190,Casablanca,29605,Manual,First
Volkswagen,116700.0,sedan,147,2.0,Petrol,yes,2007,Passat B6,mekness,42000,Manual,First
Volkswagen,249800.0,other,161,2.0,Diesel,yes,2011,Amarok,tetouan,26256,Manual,First
Audi,169489.0,sedan,177,2.0,Diesel,yes,2007,A6,hosseima,30953,Manual,First
Volkswagen,93800.0,van,93,1.6,Diesel,yes,2012,Caddy,marrakech,45000,Manual,Second
Mercedes-Benz,1152000.0,crossover,1,3.0,Diesel,yes,2016,GLS 350,dakhla,84000,Manual,Second
Volkswagen,194547.0,van,250,2.0,Diesel,yes,2010,Caravelle,rabat,60000,Manual,First
Audi,98000.0,sedan,158,2.0,Gas,yes,2003,A4,rabat,31000,Manual,First
Renault,76000.0,vagon,231,1.6,Petrol,yes,2008,Scenic,tanger,71256,Manual,First
Mitsubishi,103500.0,crossover,150,2.0,Gas,yes,2007,Outlander,mekness,68038,Manual,First
Audi,131000.0,sedan,9,,Petrol,no,2015,A4,mekness,52000,Manual,First
Mitsubishi,63350.0,hatch,130,1.3,Petrol,yes,2005,Colt,tetouan,30000,Manual,First
Mercedes-Benz,1196000.0,crossover,0,3.5,Diesel,yes,2016,GLS 350,tetouan,25000,Manual,Second
Mercedes-Benz,323500.0,crossover,55,2.2,Diesel,no,2013,ML 250,hosseima,17370,Manual,First
Renault,18800.0,hatch,1,1.4,Gas,yes,1988,11,tanger,59751,Automatic,First
Toyota,41900.0,hatch,160,1.0,Petrol,yes,1999,Yaris,Casablanca,13412,Automatic,First
Renault,85900.0,van,149,1.5,Diesel,yes,2013,Kangoo,hosseima,46728,Automatic,First
Mercedes-Benz,13850.0,sedan,360,2.5,Diesel,no,1989,E-Class,rabat,65000,Manual,First
Renault,58400.0,vagon,181,1.5,Diesel,no,2010,Megane,Casablanca,47500,Manual,First
Renault,119100.0,vagon,155,1.5,Diesel,yes,2012,Megane,marrakech,98000,Automatic,Second
BMW,156300.0,sedan,198,,Petrol,yes,2005,523,rabat,25200,Manual,First
Mercedes-Benz,457900.0,sedan,95,6.3,Petrol,yes,2011,S 63 AMG,oujda,78000,Manual,Second
Mercedes-Benz,1098989.0,crossover,0,2.99,Diesel,yes,2016,GLE-Class,tetouan,22000,Manual,First
Audi,194800.0,sedan,177,4.2,Petrol,yes,2008,A8,tetouan,29000,Manual,First
Mitsubishi,208400.0,crossover,78,,Petrol,yes,2012,Outlander XL,sefrou,97800,Manual,Third
Volkswagen,109000.0,van,71,1.2,Petrol,yes,2013,Caddy,oujda,150000,Manual,First
BMW,95989.0,sedan,270,2.8,Petrol,yes,1998,528,sefrou,121097,Manual,Second
BMW,97890.0,other,300,2.2,Petrol,yes,2002,320,hosseima,12645,Automatic,First
Audi,36400.0,vagon,261,2.5,Diesel,no,2004,A6,oujda,31829,Manual,First
Volkswagen,173900.0,other,160,1.8,Petrol,yes,2010,Passat B6,tanger,50446,Manual,First
Mercedes-Benz,118900.0,sedan,360,5.0,Gas,yes,2001,S 500,hosseima,41661,Automatic,First
Mercedes-Benz,144200.0,van,182,2.2,Diesel,yes,2011,Vito,sefrou,62493,Manual,First
Volkswagen,87200.0,other,102,1.6,Diesel,yes,2012,Caddy,tanger,18094,Manual,Second
Mercedes-Benz,,sedan,6,3.0,Diesel,yes,2014,S 350,oujda,45671,Manual,First
Renault,77650.0,van,142,1.5,Diesel,yes,2012,Kangoo,oujda,62476,Manual,First
Audi,84989.0,sedan,177,2.7,Gas,yes,2003,A6,agadir,59900,Automatic,Second
Mitsubishi,127700.0,sedan,82,1.5,Gas,yes,2010,Lancer X,marrakech,90000,Automatic,First
Mercedes-Benz,173900.0,sedan,216,5.0,Petrol,yes,2007,E-Class,dakhla,90000,Manual,First
Volkswagen,,crossover,90,3.6,Petrol,yes,2008,Touareg,Casablanca,43706,Manual,First
BMW,346800.0,sedan,115,3.0,Diesel,yes,2010,5 Series GT,sefrou,83500,Manual,Second
Mercedes-Benz,496105.0,sedan,42,3.0,Diesel,yes,2011,S 350,sefrou,42000,Manual,Third
BMW,44089.0,sedan,50,2.5,Petrol,yes,1988,520,marrakech,62000,Manual,First
Mitsubishi,92500.0,sedan,110,2.0,Petrol,yes,2008,Lancer X,marrakech,21000,Automatic,First
BMW,217900.0,other,95,4.5,Petrol,yes,2005,645,Casablanca,40000,Manual,First
Mercedes-Benz,329000.0,crossover,97,2.14,Diesel,yes,2011,ML 250,sefrou,28300,Manual,First
BMW,422500.0,sedan,140,2.0,Diesel,yes,2012,520,hosseima,47681,Automatic,First
BMW,94900.0,sedan,250,2.5,Petrol,yes,2000,525,dakhla,66123,Manual,Second
Mercedes-Benz,557800.0,crossover,30,3.5,Diesel,yes,2013,ML 350,rabat,20000,Automatic,First
Mitsubishi,141989.0,crossover,111,3.0,Gas,yes,2008,Outlander XL,hosseima,87736,Manual,First
Audi,143300.0,sedan,207,4.2,Petrol,yes,2004,A8,agadir,75000,Automatic,Second
BMW,76000.0,other,226,2.5,Petrol,yes,1999,525,hosseima,30453,Manual,First
Audi,224500.0,sedan,106,1.8,Petrol,yes,2011,A4,hosseima,35659,Automatic,First
Volkswagen,241000.0,sedan,65,2.0,Petrol,yes,2012,Passat B7,Casablanca,37822,Manual,First
Mitsubishi,45200.0,sedan,270,2.0,Gas,yes,1998,Galant,hosseima,51884,Manual,First
Audi,49600.0,vagon,242,,Diesel,no,2004,A6,rabat,6800,Manual,First
Mercedes-Benz,125500.0,van,209,2.2,Diesel,yes,2008,Vito,Casablanca,33000,Automatic,First
Volkswagen,125500.0,sedan,169,1.8,Petrol,yes,2008,Passat B6,tetouan,17000,Manual,First
Mercedes-Benz,83700.0,van,300,2.2,Other,yes,2004,Vito,rabat,115000,Manual,First
Mercedes-Benz,754700.0,crossover,980,3.0,Diesel,yes,2013,GL 350,rabat,50000,Manual,First
BMW,362000.0,crossover,200,3.0,Diesel,yes,2010,X5,tetouan,35277,Automatic,First
Renault,99100.0,van,166,2.0,Diesel,yes,2012,Trafic,hosseima,66355,Manual,First
Renault,103500.0,sedan,89,1.6,Petrol,yes,2012,Fluence,hosseima,45362,Manual,First
Audi,472000.0,other,11,1.8,Petrol,yes,2015,A6,hosseima,160538,Manual,First
Audi,224500.0,sedan,155,3.0,Petrol,yes,2010,A6,sefrou,129000,Manual,First
Audi,145700.0,sedan,300,2.0,Diesel,yes,2005,A6,marrakech,34010,Manual,Third
BMW,295989.0,sedan,131,2.0,Diesel,yes,2011,520,tanger,21495,Manual,First
Mercedes-Benz,16600.0,hatch,180,,Petrol,no,2000,A 160,dakhla,40500,Manual,First
BMW,35500.0,vagon,280,3.0,Diesel,no,2001,330,marrakech,58253,Manual,Second
Toyota,155200.0,sedan,31,,Petrol,yes,2014,Corolla,rabat,82000,Manual,First
Audi,43000.0,sedan,260,,Diesel,no,2000,A6,tetouan,32000,Manual,First
Volkswagen,235500.0,crossover,178,3.0,Diesel,yes,2008,Touareg,sefrou,68000,Manual,First
Volkswagen,109200.0,van,153,2.5,Diesel,yes,2007,T5 (Transporter),dakhla,78000,Manual,Second
Volkswagen,98000.0,sedan,178,1.9,Diesel,yes,2009,Jetta,Casablanca,36631,Automatic,First
Toyota,296000.0,other,105,2.5,Diesel,yes,2013,Hilux,tetouan,7000,Manual,First
Renault,47600.0,van,265,1.5,Diesel,yes,2008,Kangoo,marrakech,68000,Manual,Second
Volkswagen,130890.0,van,231,2.5,Diesel,yes,2002,Caravelle,hosseima,54944,Manual,First
Mercedes-Benz,2196989.0,crossover,0,5.5,Petrol,yes,2016,GLS 63,hosseima,30717,Automatic,Second
Renault,103500.0,van,275,2.0,Diesel,yes,2008,Trafic,dakhla,88000,Automatic,First
BMW,67400.0,other,220,2.5,Petrol,yes,1997,323,oujda,95802,Manual,Second
Renault,63900.0,hatch,171,1.5,Other,yes,2005,Megane,Casablanca,35000,Manual,First
Audi,51800.0,other,207,2.0,Petrol,yes,2002,A4,hosseima,66122,Automatic,First
Audi,70500.0,sedan,365,4.2,Gas,yes,1995,A8,marrakech,51866,Manual,First
Mercedes-Benz,181105.0,sedan,159,3.5,Gas,yes,2006,CLS 350,hosseima,54862,Automatic,First
Audi,30350.0,sedan,350,,Gas,yes,1988,80,mekness,25000,Manual,First
Mercedes-Benz,299300.0,sedan,144,2.14,Diesel,yes,2011,E-Class,tanger,64677,Manual,First
Toyota,394989.0,crossover,102,4.0,Petrol,yes,2011,Land Cruiser Prado,sefrou,28000,Manual,First
Toyota,116700.0,sedan,109,1.8,Petrol,yes,2007,Avensis,agadir,58000,Manual,First
Volkswagen,813000.0,crossover,1,3.0,Diesel,yes,2015,Touareg,mekness,58400,Manual,First
BMW,427663.0,sedan,6,2.0,Petrol,yes,2016,520,dakhla,125000,Manual,Third
Audi,40800.0,vagon,190,2.5,Diesel,no,2002,A6,oujda,57275,Manual,First
Renault,41900.0,van,202,1.9,Diesel,yes,2001,Kangoo,hosseima,103788,Manual,First
Audi,32200.0,sedan,295,2.5,Diesel,no,2000,A6,mekness,65000,Automatic,Second
Renault,131000.0,sedan,81,2.0,Petrol,yes,2012,Fluence,Casablanca,25755,Manual,First
Volkswagen,104589.0,sedan,88,1.6,Petrol,yes,2014,Polo,Casablanca,83000,Manual,First
Renault,,vagon,177,1.5,Diesel,yes,2007,Megane,dakhla,144000,Manual,First
BMW,140000.0,sedan,220,2.5,Petrol,yes,2005,523,rabat,112808,Manual,Second
BMW,184000.0,vagon,158,2.0,Diesel,yes,2010,320,mekness,60000,Manual,Second
Volkswagen,413900.0,crossover,73,3.0,Diesel,yes,2012,Touareg,marrakech,60000,Manual,Second
Volkswagen,51989.0,van,225,,Other,no,2003,Caravelle,oujda,110000,Manual,Second
Volkswagen,184900.0,crossover,145,1.4,Petrol,yes,2011,Tiguan,tanger,54620,Automatic,First
Audi,51789.0,vagon,260,2.5,Diesel,no,2002,A6 Allroad,sefrou,89000,Manual,First
Mercedes-Benz,626000.0,crossover,3,2.2,Diesel,yes,2015,ML 250,sefrou,23280,Manual,First
Volkswagen,105700.0,vagon,130,1.6,Gas,yes,2008,Golf Variant,oujda,130002,Manual,First
Volkswagen,49600.0,other,290,1.9,Diesel,yes,1995,T4 (Transporter) ,tanger,73525,Automatic,First
BMW,,sedan,240,2.8,Gas,yes,1997,528,hosseima,38143,Manual,First
Volkswagen,183800.0,other,164,2.0,Diesel,yes,2010,T5 (Transporter),tetouan,17400,Manual,First
Volkswagen,58400.0,vagon,250,1.6,Petrol,yes,2003,Golf IV,Casablanca,6000,Manual,First
Mitsubishi,78200.0,sedan,83,1.6,Other,yes,2007,Lancer,rabat,28000,Manual,First
Toyota,,sedan,21,2.5,Petrol,yes,2015,Camry,rabat,12000,Manual,First
BMW,37500.0,sedan,280,,Petrol,no,1996,730,Casablanca,28843,Automatic,First
Mercedes-Benz,94700.0,sedan,210,5.0,Petrol,yes,1997,S 500,oujda,59962,Manual,First
Toyota,152100.0,sedan,113,2.4,Gas,yes,2009,Camry,sefrou,56000,Manual,Second
Toyota,1098989.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,oujda,28000,Automatic,First
BMW,129900.0,sedan,1,2.8,Petrol,yes,2002,528,tanger,63888,Automatic,First
BMW,304800.0,crossover,140,3.0,Diesel,yes,2009,X5,hosseima,67415,Automatic,First
Audi,249800.0,sedan,184,2.7,Diesel,yes,2010,A6,tanger,143017,Automatic,First
BMW,23200.0,sedan,290,2.5,Gas,yes,1997,525,rabat,43706,Automatic,First
Renault,127700.0,crossover,90,1.5,Diesel,yes,2011,Duster,marrakech,20000,Automatic,First
Volkswagen,94700.0,other,520,2.5,Diesel,yes,1999,T4 (Transporter),oujda,1000,Manual,First
Mitsubishi,98200.0,sedan,163,2.0,Petrol,yes,2008,Lancer X,Casablanca,80000,Automatic,Second
Renault,109000.0,vagon,234,2.0,Diesel,yes,2008,Laguna,mekness,9434,Manual,First
BMW,25950.0,sedan,328,2.5,Diesel,no,1996,525,tanger,86642,Automatic,First
Renault,114500.0,vagon,185,1.5,Diesel,yes,2011,Megane,tanger,50534,Automatic,First
Mercedes-Benz,1858000.0,van,1,3.0,Diesel,yes,2014,Sprinter 319,mekness,88000,Manual,First
Toyota,219000.0,van,135,2.4,Gas,yes,2006,Previa,tetouan,43000,Manual,First
Toyota,89400.0,sedan,195,2.4,Gas,yes,2004,Camry,mekness,79000,Manual,Second
Mercedes-Benz,122200.0,sedan,198,6.0,Petrol,yes,2004,S 600,marrakech,65000,Manual,First
Volkswagen,111200.0,van,105,1.6,Diesel,yes,2014,Caddy,marrakech,20149,Automatic,First
Mercedes-Benz,,crossover,0,3.0,Diesel,yes,2016,GLS 350,tetouan,39000,Manual,First
Volkswagen,21200.0,sedan,272,1.9,Diesel,no,1998,Passat B5,tetouan,35000,Manual,Second
Mitsubishi,,crossover,205,2.5,Diesel,yes,2006,Pajero Sport,tanger,58661,Automatic,First
BMW,94900.0,sedan,294,2.2,Gas,yes,2000,520,tanger,33931,Automatic,Second
Volkswagen,197000.0,crossover,117,2.5,Diesel,yes,2006,Touareg,tanger,36824,Automatic,First
BMW,99100.0,sedan,230,2.0,Gas,yes,2004,318,oujda,160000,Manual,First
BMW,48500.0,sedan,28,1.9,Petrol,yes,1995,318,oujda,30000,Automatic,First
Audi,334500.0,sedan,110,3.0,Petrol,yes,2011,A6,oujda,5456,Manual,First
Toyota,103500.0,sedan,125,1.6,Petrol,yes,2009,Corolla,rabat,52900,Automatic,First
Mitsubishi,58400.0,sedan,200,1.6,Gas,yes,2005,Lancer,tetouan,37000,Manual,First
Mercedes-Benz,241000.0,crossover,225,3.5,Gas,yes,2007,ML 350,sefrou,75000,Manual,First
BMW,89200.0,sedan,241,2.0,Petrol,yes,1998,320,Casablanca,43690,Automatic,First
BMW,411500.0,other,55,2.0,Petrol,yes,2014,428,dakhla,65000,Manual,First
Volkswagen,199200.0,crossover,179,2.5,Diesel,yes,2007,Touareg,agadir,11000,Manual,First
Audi,76000.0,vagon,320,1.9,Diesel,yes,1996,A4,marrakech,37000,Automatic,First
Renault,73250.0,van,140,1.5,Diesel,yes,2012,Kangoo,tetouan,28888,Automatic,First
Mercedes-Benz,139800.0,other,260,2.7,Diesel,yes,2005,Sprinter 316,Casablanca,41000,Automatic,First
Audi,137600.0,sedan,294,3.0,Gas,yes,2004,A8,oujda,120000,Manual,First
Audi,121300.0,sedan,202,2.7,Diesel,no,2008,A6,rabat,64000,Manual,Second
Audi,72700.0,sedan,340,2.6,Gas,yes,1997,A6,hosseima,43316,Manual,First
BMW,890000.0,sedan,23,4.4,Petrol,yes,2014,M5,mekness,71800,Manual,First
Volkswagen,164000.0,other,280,2.8,Diesel,yes,2006,LT,tanger,24950,Manual,First
Volkswagen,91400.0,sedan,230,1.8,Gas,yes,2003,Passat B5,tanger,54448,Manual,First
Audi,32000.0,vagon,270,1.9,Diesel,no,2001,A4,tetouan,11000,Manual,First
Mercedes-Benz,522600.0,van,0,2.2,Diesel,yes,2016,Vito,oujda,67000,Manual,First
Toyota,99300.0,sedan,170,1.8,Gas,yes,2006,Avensis,mekness,74500,Automatic,Second
Mercedes-Benz,774500.0,crossover,99,5.5,Petrol,yes,2009,G 55 AMG,tetouan,51000,Manual,First
Toyota,167300.0,crossover,130,2.0,Petrol,yes,2008,Rav 4,sefrou,3000,Automatic,First
BMW,272000.0,crossover,150,30.0,Petrol,yes,2007,X5,sefrou,30000,Manual,Second
Audi,127900.0,sedan,195,2.4,Gas,yes,2005,A6,marrakech,33000,Automatic,Second
Mitsubishi,191500.0,crossover,38,1.8,Petrol,yes,2012,ASX,mekness,85000,Automatic,First
BMW,35300.0,sedan,250,3.0,Diesel,no,2000,530,mekness,19000,Automatic,First
Mercedes-Benz,148600.0,hatch,147,2.0,Diesel,yes,2008,B 200,rabat,62000,Manual,First
Mercedes-Benz,29800.0,other,220,2.3,Petrol,no,2000,CLK 230,hosseima,13024,Manual,First
Toyota,156289.0,sedan,83,2.0,Petrol,yes,2009,Avensis,marrakech,16000,Manual,First
Toyota,149350.0,hatch,24,1.6,Other,yes,2010,Auris,sefrou,53000,Automatic,Second
Audi,367500.0,crossover,67,2.0,Petrol,yes,2011,Q5,rabat,94900,Manual,First
BMW,854547.0,sedan,8,4.4,Petrol,yes,2014,750,mekness,27000,Automatic,First
Toyota,23200.0,vagon,300,2.0,Petrol,yes,1989,Camry,marrakech,73557,Manual,First
Audi,805500.0,sedan,53,6.3,Petrol,yes,2013,A8,oujda,88096,Manual,Second
Toyota,70500.0,sedan,248,2.0,Petrol,yes,2001,Avensis,marrakech,16900,Automatic,First
Volkswagen,15489.0,sedan,220,2.0,Gas,no,1995,Passat B4,sefrou,42320,Manual,First
Mercedes-Benz,1088000.0,van,5,1.6,Diesel,yes,2013,Viano,Casablanca,72000,Manual,First
Volkswagen,158500.0,crossover,173,2.5,Diesel,yes,2005,Touareg,Casablanca,120000,Manual,First
Volkswagen,98000.0,other,217,2.5,Diesel,yes,2005,T5 (Transporter),Casablanca,50000,Automatic,First
Mercedes-Benz,191500.0,vagon,113,2.2,Diesel,yes,2010,C-Class,dakhla,83000,Manual,First
BMW,82800.0,sedan,310,2.0,Gas,yes,2000,520,sefrou,134000,Manual,Second
Mercedes-Benz,164200.0,sedan,170,2.8,Gas,yes,2007,E-Class,Casablanca,9000,Manual,Second
